gene_id	p_value	dominant_pair	dominant_pair_coor	contribution	residual	FDR	sig	tss	pas
MEX3B	0.0193397107092985	P01-PA02	chr15:82046018:-|chr15:82041840:-	2.1189660983237	1.45566689126452	0.0387291634728904	TRUE	chr15:82046018:-;chr15:82046119:-	chr15:82041783:-;chr15:82041840:-
COQ3	0.0195192727980157	P01-PA02	chr6:99377454:-|chr6:99369472:-	2.01457717566568	1.41935801532442	0.0390686524435347	TRUE	chr6:99377454:-;chr6:99394191:-	chr6:99369472:-;chr6:99369405:-
BTBD3	0.0195846499729495	P02-PA01	chr20:11890817:+|chr20:11924742:+	0.83829365079365	0.915583775955893	0.0391793640003557	TRUE	chr20:11890723:+;chr20:11890817:+;chr20:11917865:+	chr20:11926595:+;chr20:11924742:+
MNAT1	0.019685635793142	P03-PA02	chr14:60808324:+|chr14:60880632:+	7.93525558737369	2.8169585704042	0.039361160833437	TRUE	chr14:60734742:+;chr14:60796320:+;chr14:60808324:+;chr14:60811986:+	chr14:60880533:+;chr14:60880632:+;chr14:60968680:+
DCAF11	0.0197383322249404	P04-PA02	chr14:24114777:+|chr14:24125240:+	0.826347004109536	0.909036305165826	0.0394462666076453	TRUE	chr14:24114777:+;chr14:24115176:+;chr14:24117334:+;chr14:24118543:+;chr14:24119146:+	chr14:24124029:+;chr14:24125240:+
C4orf46	0.0199515807606864	P02-PA01	chr4:158672056:-|chr4:158666675:-	2.39807144448688	1.54857077477488	0.0398519773737056	TRUE	chr4:158671887:-;chr4:158672056:-;chr4:158672255:-	chr4:158666675:-;chr4:158668216:-;chr4:158669072:-
CNN3	0.0200122727513334	P06-PA02	chr1:94927223:-|chr1:94897208:-	2.93548455659182	1.71332558394247	0.0399527065748415	TRUE	chr1:94927110:-;chr1:94927223:-	chr1:94896957:-;chr1:94897208:-
TLE4	0.0200853875286327	P13-PA02	chr9:79652686:+|chr9:79726740:+	1.5425152273184	1.24198036510985	0.0400676800410151	TRUE	chr9:79571941:+;chr9:79572575:+;chr9:79572712:+;chr9:79573177:+;chr9:79573689:+;chr9:79652593:+;chr9:79652686:+;chr9:79704783:+;chr9:79706766:+;chr9:79708593:+	chr9:79725492:+;chr9:79726740:+
TANGO6	0.0200904473259855	P06-PA02	chr16:68909380:+|chr16:69085182:+	3.4228121927237	1.85008437448774	0.0400676800410151	TRUE	chr16:68843531:+;chr16:68843604:+;chr16:68909380:+;chr16:68973040:+	chr16:69084214:+;chr16:69085182:+
APBA2	0.0201485314083633	P05-PA01	chr15:28921637:+|chr15:29117709:+	4.83262080580386	2.19832227068823	0.0401629456081711	TRUE	chr15:28885974:+;chr15:28886160:+;chr15:28921637:+	chr15:29117709:+;chr15:29118315:+
ANKRA2	0.0201978572488325	P06-PA01	chr5:73565396:-|chr5:73552194:-	1.64933261652866	1.28426345292882	0.0402253238549485	TRUE	chr5:73562646:-;chr5:73565204:-;chr5:73565396:-;chr5:73565639:-	chr5:73552335:-;chr5:73552194:-
CHD3	0.0202004901454982	P21-PA01	chr17:7909938:+|chr17:7912204:+	6.38148236478787	2.52615960794006	0.0402253238549485	TRUE	chr17:7884796:+;chr17:7894554:+;chr17:7903848:+;chr17:7907439:+;chr17:7907696:+;chr17:7907911:+;chr17:7907992:+;chr17:7909938:+	chr17:7912204:+;chr17:7912755:+
ZNF410	0.0202551172794311	P03-PA01	chr14:73886805:+|chr14:73932095:+	1.0956602060595	1.04673788794497	0.0403134823971499	TRUE	chr14:73886617:+;chr14:73886734:+;chr14:73886805:+;chr14:73886859:+;chr14:73892025:+;chr14:73892176:+;chr14:73904032:+;chr14:73904909:+;chr14:73920996:+	chr14:73932095:+;chr14:73932278:+
INPP1	0.020273596795189	P02-PA02	chr2:190343647:+|chr2:190371662:+	1.4072068864129	1.18625751268976	0.0403296434970214	TRUE	chr2:190343570:+;chr2:190343647:+;chr2:190343875:+;chr2:190344079:+;chr2:190360018:+	chr2:190371583:+;chr2:190371662:+
C6orf89	0.020457547942196	P02-PA02	chr6:36885864:+|chr6:36924556:+	2.7758884743766	1.6660997792379	0.0406438825702396	TRUE	chr6:36885864:+;chr6:36885952:+	chr6:36924556:+;chr6:36923514:+
ELP6	0.0204594629934535	P04-PA02	chr3:47513339:-|chr3:47501442:-	4.16631201336305	2.04115457850772	0.0406438825702396	TRUE	chr3:47511215:-;chr3:47513339:-;chr3:47513702:-	chr3:47495640:-;chr3:47501442:-
CCDC122	0.0204628846230849	P01-PA01	chr13:43858801:-|chr13:43836356:-	4.45542168674699	2.11078698279741	0.0406438825702396	TRUE	chr13:43858801:-;chr13:43879523:-;chr13:43879691:-	chr13:43836356:-;chr13:43838650:-;chr13:43858151:-;chr13:43858799:-;chr13:43859404:-
FAM118A	0.0204759573337502	P03-PA01	chr22:45309838:+|chr22:45340759:+	1.60777559055118	1.26798091095694	0.0406491085672053	TRUE	chr22:45309838:+;chr22:45309934:+;chr22:45310124:+;chr22:45336395:+	chr22:45340759:+;chr22:45341955:+
TVP23A	0.0204989658369174	P04-PA04	chr16:10818794:-|chr16:10769222:-	5.41484072637982	2.32698103266439	0.0406740438344136	TRUE	chr16:10818600:-;chr16:10818794:-	chr16:10760914:-;chr16:10766675:-;chr16:10768910:-;chr16:10769222:-
GGCX	0.0206710122422082	P02-PA01	chr2:85559075:-|chr2:85549053:-	4.26785190615836	2.06587799885626	0.0409945240239003	TRUE	chr2:85559075:-;chr2:85561431:-	chr2:85549053:-;chr2:85549347:-;chr2:85549737:-
TIMM9	0.0207340754100689	P05-PA03	chr14:58427614:-|chr14:58408745:-	2.70280893979635	1.64402218348669	0.0410957863298053	TRUE	chr14:58427114:-;chr14:58427242:-;chr14:58427505:-;chr14:58427614:-	chr14:58408495:-;chr14:58408648:-;chr14:58408745:-
LACTB2	0.0207431852396782	P02-PA01	chr8:70644252:-|chr8:70637266:-	2.34809192055735	1.53234849840281	0.0410957863298053	TRUE	chr8:70644128:-;chr8:70644252:-;chr8:70669174:-	chr8:70637266:-;chr8:70637580:-;chr8:70637833:-
RSRC2	0.0208318367492595	P01-PA01	chr12:122508366:-|chr12:122504726:-	5.00104593214027	2.23630184280662	0.0412475510910715	TRUE	chr12:122508366:-;chr12:122513917:-;chr12:122517396:-;chr12:122519028:-;chr12:122522291:-;chr12:122526936:-	chr12:122504726:-;chr12:122505055:-
SETD9	0.0208409794493033	P02-PA01	chr5:56909352:+|chr5:56917182:+	1.09593640190655	1.04686981134549	0.0412475510910715	TRUE	chr5:56909260:+;chr5:56909352:+;chr5:56909593:+;chr5:56910057:+	chr5:56917182:+;chr5:56917348:+
TMEM123	0.0208999435106696	P04-PA01	chr11:102452552:-|chr11:102396332:-	2.83333333333333	1.68325082306035	0.041343231751543	TRUE	chr11:102452552:-;chr11:102452765:-;chr11:102452839:-	chr11:102396332:-;chr11:102398296:-;chr11:102398653:-
HADHB	0.0209940085096347	P02-PA02	chr2:26244748:+|chr2:26290465:+	3.32122033792044	1.82242155878393	0.0415082148948745	TRUE	chr2:26244748:+;chr2:26244920:+	chr2:26290465:+;chr2:26290100:+
INPPL1	0.0210156269436131	P13-PA01	chr11:72233680:+|chr11:72238934:+	2.32692307692308	1.52542553961938	0.0415298658332414	TRUE	chr11:72231142:+;chr11:72232871:+;chr11:72233680:+;chr11:72237206:+;chr11:72237660:+	chr11:72239105:+;chr11:72238934:+
FBXO10	0.0210849145764419	P01-PA01	chr9:37525157:-|chr9:37515596:-	3.74040404040404	1.9340124199198	0.0416456481207957	TRUE	chr9:37525157:-;chr9:37576323:-	chr9:37515596:-;chr9:37522346:-;chr9:37536018:-
FAM13C	0.0211777664771385	P10-PA02	chr10:59362830:-|chr10:59268568:-	2.67510110308581	1.63557363120277	0.0418078320971096	TRUE	chr10:59362460:-;chr10:59362830:-;chr10:59362903:-	chr10:59246514:-;chr10:59268568:-;chr10:59282406:-;chr10:59322686:-
NUP58	0.0213555784546445	P10-PA01	chr13:25338636:+|chr13:25341553:+	4.91969086021505	2.21803761469797	0.0421374895711763	TRUE	chr13:25301524:+;chr13:25301625:+;chr13:25307822:+;chr13:25313738:+;chr13:25315383:+;chr13:25324971:+;chr13:25338636:+	chr13:25342406:+;chr13:25341553:+
MRPS18C	0.0214525606656536	P02-PA02	chr4:83455983:+|chr4:83461423:+	2.3254606676857	1.52494611960085	0.0423074056086067	TRUE	chr4:83455932:+;chr4:83455983:+;chr4:83456055:+	chr4:83461423:+;chr4:83462298:+;chr4:83461237:+
RBM34	0.0215473667353227	P02-PA01	chr1:235160962:-|chr1:235131183:-	5.29381509589693	2.30082921919401	0.0424728601015754	TRUE	chr1:235160962:-;chr1:235161171:-	chr1:235131183:-;chr1:235131649:-
MKRN2	0.0216160971459651	P04-PA04	chr3:12572275:+|chr3:12583708:+	2.77569202832204	1.66604082432636	0.0425867743872683	TRUE	chr3:12557014:+;chr3:12572275:+	chr3:12582451:+;chr3:12582674:+;chr3:12583371:+;chr3:12583708:+
ZNF518A	0.0217676572944955	P02-PA02	chr10:96130056:+|chr10:96157337:+	5.29704388445683	2.30153076982621	0.0428636772116697	TRUE	chr10:96129715:+;chr10:96130056:+;chr10:96130280:+;chr10:96130622:+;chr10:96130679:+;chr10:96155343:+;chr10:96156013:+	chr10:96157204:+;chr10:96157337:+
TBC1D30	0.0219397809730975	P01-PA02	chr12:64759484:+|chr12:64878633:+	3.82986425339367	1.95700389713298	0.0431449594459096	TRUE	chr12:64759484:+;chr12:64824647:+	chr12:64878633:+;chr12:64876036:+
PPRC1	0.0219402744029038	P03-PA01	chr10:102141755:+|chr10:102150178:+	3.10945092344027	1.76336352560675	0.0431449594459096	TRUE	chr10:102132994:+;chr10:102141492:+;chr10:102141755:+;chr10:102148393:+	chr10:102150178:+;chr10:102150333:+
GNAI2	0.0219437502447729	P10-PA02	chr3:50253154:+|chr3:50259336:+	5.46152024627043	2.33698956914027	0.0431449594459096	TRUE	chr3:50226737:+;chr3:50236204:+;chr3:50253154:+;chr3:50256283:+	chr3:50258891:+;chr3:50259336:+
LZTR1	0.0220657710684732	P16-PA01	chr22:20995788:+|chr22:20998120:+	6.68306062568358	2.58516162467332	0.0433629716151268	TRUE	chr22:20982269:+;chr22:20982466:+;chr22:20989649:+;chr22:20991736:+;chr22:20994227:+;chr22:20994586:+;chr22:20994661:+;chr22:20994906:+;chr22:20995788:+	chr22:20998120:+;chr22:20999032:+
AP3S2	0.0221207506986032	P05-PA02	chr15:89888653:-|chr15:89834305:-	0.767833848043667	0.876261289823799	0.043449082981666	TRUE	chr15:89888653:-;chr15:89893970:-;chr15:89894638:-	chr15:89834305:-;chr15:89833563:-
ANKRD29	0.022134175620926	P05-PA02	chr18:23662772:-|chr18:23600238:-	3.49031476997579	1.86823841357997	0.0434493621793133	TRUE	chr18:23662772:-;chr18:23662883:-	chr18:23600238:-;chr18:23648414:-
PEX19	0.0221432146323549	P01-PA01	chr1:160280082:-|chr1:160276878:-	3.72931139565217	1.93114251044613	0.0434493621793133	TRUE	chr1:160280082:-;chr1:160282144:-;chr1:160282519:-;chr1:160285096:-	chr1:160276878:-;chr1:160278480:-;chr1:160278204:-
PLIN2	0.022190037796482	P01-PA01	chr9:19118446:-|chr9:19115761:-	1.06863219693068	1.03374667928399	0.0435193033459468	TRUE	chr9:19118446:-;chr9:19127475:-;chr9:19127606:-	chr9:19115761:-;chr9:19115910:-
SLC16A14	0.0222334101807478	P04-PA02	chr2:230068993:-|chr2:230045668:-	5.79357769025537	2.40698518696218	0.0435824097853229	TRUE	chr2:230068548:-;chr2:230068907:-;chr2:230068993:-	chr2:230034982:-;chr2:230045668:-
KDM2B	0.022245664629821	P01-PA02	chr12:121441244:-|chr12:121429373:-	4.52734129478316	2.12775498936864	0.0435844853567656	TRUE	chr12:121441244:-;chr12:121579644:-;chr12:121580225:-	chr12:121429096:-;chr12:121429373:-;chr12:121429769:-
ZKSCAN2	0.0222914346866144	P01-PA01	chr16:25257534:-|chr16:25236030:-	3.34172494172494	1.82803855039355	0.0436521907620673	TRUE	chr16:25257534:-;chr16:25257845:-	chr16:25236030:-;chr16:25239673:-;chr16:25246242:-
TMEM150C	0.0225493583085525	P01-PA03	chr4:82561955:-|chr4:82484570:-	1.93772893772894	1.39202332513825	0.0441350688261412	TRUE	chr4:82561955:-;chr4:82562253:-	chr4:82483179:-;chr4:82483783:-;chr4:82484570:-
NSD1	0.0226154896316561	P01-PA02	chr5:177131830:+|chr5:177210784:+	2.68755760368664	1.63937719994107	0.0442422618774056	TRUE	chr5:177131830:+;chr5:177133768:+	chr5:177210784:+;chr5:177137404:+
PINX1	0.0227539276277172	P02-PA02	chr8:10832984:-|chr8:10765159:-	1.02323648936411	1.01155152580781	0.0444907284051749	TRUE	chr8:10832984:-;chr8:10839771:-;chr8:10839840:-	chr8:10765159:-;chr8:10764963:-
MMAA	0.0228561371056715	P02-PA01	chr4:145618985:+|chr4:145655494:+	1.79931972789116	1.34138724009555	0.0446681434499895	TRUE	chr4:145618985:+;chr4:145619385:+;chr4:145639080:+	chr4:145655494:+;chr4:145656708:+
ATAT1	0.0229634767236482	P02-PA01	chr6:30628400:+|chr6:30644640:+	2.91753576770374	1.70807955543755	0.0448554013472967	TRUE	chr6:30626842:+;chr6:30628400:+	chr6:30644640:+;chr6:30646821:+
TPD52	0.0231422637051139	P06-PA02	chr8:80064552:-|chr8:80037073:-	2.79015627092493	1.67037608667178	0.0451819621885699	TRUE	chr8:80053353:-;chr8:80053430:-;chr8:80064552:-;chr8:80171121:-;chr8:80171200:-;chr8:80171383:-;chr8:80171471:-	chr8:80036590:-;chr8:80037073:-;chr8:80037688:-
NOL9	0.0234523620586188	P03-PA03	chr1:6550488:-|chr1:6525571:-	8	2.82842712474619	0.0457644338316808	TRUE	chr1:6533385:-;chr1:6550488:-;chr1:6554500:-	chr1:6521351:-;chr1:6525145:-;chr1:6525571:-;chr1:6525667:-
BAG4	0.0234773674320285	P01-PA02	chr8:38176533:+|chr8:38213296:+	0.825908942024238	0.908795324605182	0.0457902762589614	TRUE	chr8:38176533:+;chr8:38176855:+;chr8:38207593:+	chr8:38213296:+;chr8:38211020:+
TSPAN31	0.0235760464476916	P07-PA02	chr12:57746667:+|chr12:57748243:+	1.38251700435455	1.17580483259534	0.0459433134053623	TRUE	chr12:57745023:+;chr12:57745382:+;chr12:57746667:+	chr12:57747511:+;chr12:57748243:+;chr12:57749078:+
RUSC1	0.0235794349303657	P03-PA01	chr1:155323937:+|chr1:155330730:+	4.23478994738669	2.05786052670892	0.0459433134053623	TRUE	chr1:155320894:+;chr1:155323012:+;chr1:155323937:+;chr1:155324278:+;chr1:155324441:+;chr1:155324507:+;chr1:155325243:+;chr1:155325567:+	chr1:155330730:+;chr1:155331114:+
MARCHF3	0.023617313514101	P03-PA01	chr5:126918228:-|chr5:126869857:-	1.23646165155599	1.11196297220546	0.0459940978040997	TRUE	chr5:126878397:-;chr5:126918228:-;chr5:127030558:-	chr5:126869857:-;chr5:126870236:-
NRP2	0.0237688077686283	P04-PA02	chr2:205683260:+|chr2:205743698:+	4.84965163182985	2.20219246021547	0.0462562812536374	TRUE	chr2:205682500:+;chr2:205683260:+	chr2:205697910:+;chr2:205743698:+;chr2:205771415:+;chr2:205777124:+
DZIP1	0.0237757048005467	P05-PA02	chr13:95644666:-|chr13:95581952:-	1.38461538461538	1.1766968108291	0.0462562812536374	TRUE	chr13:95587674:-;chr13:95644666:-	chr13:95581116:-;chr13:95581952:-
RAB28	0.0238233786245749	P02-PA01	chr4:13474322:-|chr4:13367724:-	0.337877498710846	0.581272310290836	0.0463258806121229	TRUE	chr4:13381594:-;chr4:13474322:-;chr4:13484331:-	chr4:13367724:-;chr4:13375683:-
STT3A	0.0240094137640174	P13-PA02	chr11:125618518:+|chr11:125621325:+	1.64595630270524	1.28294828528091	0.0466643274005591	TRUE	chr11:125592819:+;chr11:125606413:+;chr11:125608148:+;chr11:125609419:+;chr11:125618518:+	chr11:125621009:+;chr11:125621325:+;chr11:125622757:+
PSAP	0.0241026715892179	P03-PA02	chr10:71828134:-|chr10:71816549:-	4.93609964685717	2.221733477908	0.0468222058367391	TRUE	chr10:71822205:-;chr10:71828134:-;chr10:71851251:-	chr10:71816300:-;chr10:71816549:-
MXD1	0.0241414101261076	P02-PA03	chr2:69915041:+|chr2:69942945:+	2.25	1.5	0.0468740696363774	TRUE	chr2:69915041:+;chr2:69915109:+	chr2:69940641:+;chr2:69942945:+
SGK3	0.0241613748860382	P02-PA01	chr8:66775181:+|chr8:66859791:+	1.48458904109589	1.21843713054712	0.0468894478720573	TRUE	chr8:66712734:+;chr8:66775181:+;chr8:66775566:+	chr8:66860472:+;chr8:66859791:+
RPL31	0.024364725237888	P03-PA02	chr2:101002691:+|chr2:101006969:+	2.70470020355212	1.64459727701104	0.0472605258351261	TRUE	chr2:101002229:+;chr2:101002283:+;chr2:101002691:+	chr2:101006423:+;chr2:101006969:+;chr2:101007267:+
DUSP16	0.0244974502039547	P03-PA02	chr12:12561077:-|chr12:12475895:-	2.8906955736224	1.7002045681689	0.0474943095836631	TRUE	chr12:12561077:-;chr12:12562383:-;chr12:12562863:-	chr12:12475895:-;chr12:12474224:-
ZNF610	0.0245097985536782	P05-PA02	chr19:52349145:+|chr19:52366976:+	6.99999529577796	2.64575042205004	0.0474945971973466	TRUE	chr19:52336243:+;chr19:52336304:+;chr19:52349145:+	chr19:52366857:+;chr19:52366976:+;chr19:52367123:+
IFT57	0.0245889139663945	P02-PA01	chr3:108219544:-|chr3:108162276:-	1.0192775402935	1.00959275962811	0.0476242000354098	TRUE	chr3:108219544:-;chr3:108222360:-	chr3:108162276:-;chr3:108162461:-
SLC35F5	0.0246079317711581	P09-PA02	chr2:113756587:-|chr2:113714213:-	2.65444520160518	1.62924682034527	0.0476373338563492	TRUE	chr2:113719244:-;chr2:113723194:-;chr2:113725477:-;chr2:113729447:-;chr2:113735856:-;chr2:113756587:-;chr2:113756693:-	chr2:113714213:-;chr2:113714353:-
RAB6B	0.0246384036810979	P03-PA01	chr3:133895595:-|chr3:133824239:-	3.54970864505773	1.88406704898147	0.0476621326366278	TRUE	chr3:133895453:-;chr3:133895595:-;chr3:133895836:-	chr3:133824239:-;chr3:133826703:-;chr3:133826764:-;chr3:133828455:-
CAAP1	0.024645228101087	P01-PA03	chr9:26887478:-|chr9:26840946:-	2.72385473845657	1.65041047574734	0.0476621326366278	TRUE	chr9:26887478:-;chr9:26892442:-;chr9:26892787:-	chr9:26840946:-;chr9:26841477:-;chr9:26840685:-;chr9:26840773:-;chr9:26841248:-
PPP4R1	0.024823046435061	P09-PA01	chr18:9570466:-|chr18:9546797:-	2.39097734844341	1.54627854814177	0.0479601185926933	TRUE	chr18:9550300:-;chr18:9550482:-;chr18:9553422:-;chr18:9559576:-;chr18:9562072:-;chr18:9570466:-;chr18:9595061:-;chr18:9614274:-;chr18:9614505:-	chr18:9546797:-;chr18:9546913:-
ZNF570	0.0248239504146615	P03-PA01	chr19:37469058:+|chr19:37484209:+	3.9940872751499	1.99852127212845	0.0479601185926933	TRUE	chr19:37469058:+;chr19:37469356:+;chr19:37469419:+;chr19:37469571:+	chr19:37484209:+;chr19:37485338:+;chr19:37486509:+;chr19:37488652:+
RAB5B	0.0248581040600269	P02-PA01	chr12:55974011:+|chr12:55992740:+	3.82901477328722	1.95678684922176	0.0480022813024229	TRUE	chr12:55974011:+;chr12:55974074:+;chr12:55986961:+;chr12:55989956:+;chr12:55990721:+	chr12:55992740:+;chr12:55994706:+
NUP37	0.0249234995789507	P03-PA01	chr12:102118583:-|chr12:102074192:-	0.42098272406987	0.648831814933477	0.0481047019637357	TRUE	chr12:102118583:-;chr12:102120089:-	chr12:102074192:-;chr12:102074242:-
ZNF138	0.0249958587309308	P01-PA01	chr7:64794388:+|chr7:64831752:+	0.891116372884328	0.943989604224712	0.048220454925428	TRUE	chr7:64794388:+;chr7:64794490:+	chr7:64831752:+;chr7:64833304:+;chr7:64833676:+
CLCC1	0.0250852358666023	P04-PA02	chr1:108943882:-|chr1:108932296:-	0.879360465116279	0.937742216771901	0.0483689069978617	TRUE	chr1:108943882:-;chr1:108944010:-;chr1:108950441:-;chr1:108963381:-	chr1:108932296:-;chr1:108929937:-
MEMO1	0.0252282449626796	P01-PA02	chr2:31943383:-|chr2:31867932:-	2.02801143485946	1.424082664335	0.0486205730889662	TRUE	chr2:31943383:-;chr2:32010375:-;chr2:32010498:-;chr2:32010557:-;chr2:32010664:-;chr2:32010939:-;chr2:32011008:-	chr2:31867823:-;chr2:31867932:-
RBPJ	0.0252495393139055	P07-PA03	chr4:26320961:+|chr4:26434915:+	1.83333333333333	1.35400640077266	0.0486375341657764	TRUE	chr4:26320787:+;chr4:26320961:+	chr4:26431244:+;chr4:26431310:+;chr4:26434915:+
ERGIC1	0.0253223537637244	P07-PA02	chr5:172909667:+|chr5:172952679:+	0.457779074389697	0.676593729197734	0.0487536712176948	TRUE	chr5:172834251:+;chr5:172897002:+;chr5:172909667:+;chr5:172924103:+	chr5:172952235:+;chr5:172952679:+
RSPH3	0.0254426425692169	P03-PA02	chr6:159000187:-|chr6:158977368:-	2.26153846153846	1.50384123548281	0.0489375355071995	TRUE	chr6:158999781:-;chr6:159000187:-	chr6:158977234:-;chr6:158977368:-;chr6:158981589:-
SERP1	0.0254429930302008	P04-PA04	chr3:150603228:-|chr3:150544220:-	4.14328100505206	2.03550509826236	0.0489375355071995	TRUE	chr3:150546496:-;chr3:150603168:-;chr3:150603228:-	chr3:150541998:-;chr3:150542178:-;chr3:150542510:-;chr3:150544220:-
ADK	0.0256724689710389	P01-PA04	chr10:74151185:+|chr10:74709290:+	3.00872906960555	1.73456884256738	0.0493545292366689	TRUE	chr10:74151185:+;chr10:74176489:+;chr10:74176763:+	chr10:74708539:+;chr10:74708701:+;chr10:74709026:+;chr10:74709290:+
TOR1AIP1	0.0256910292414507	P06-PA03	chr1:179882966:+|chr1:179920069:+	3.35079162237351	1.83051676375102	0.049365832594752	TRUE	chr1:179882285:+;chr1:179882696:+;chr1:179882794:+;chr1:179882889:+;chr1:179882966:+;chr1:179903966:+	chr1:179918400:+;chr1:179919708:+;chr1:179920069:+
PCGF5	0.0257408128654687	P04-PA02	chr10:91220663:+|chr10:91280979:+	3.28674385083926	1.81293790595245	0.0494225597410014	TRUE	chr10:91220602:+;chr10:91220663:+;chr10:91220783:+	chr10:91227938:+;chr10:91280979:+
CRLF3	0.0257459417299643	P05-PA02	chr17:30824671:-|chr17:30783932:-	1.01987883670845	1.00989050728703	0.0494225597410014	TRUE	chr17:30785993:-;chr17:30824671:-;chr17:30824760:-	chr17:30782684:-;chr17:30783932:-
FBXO9	0.0258598657494569	P09-PA01	chr6:53078865:+|chr6:53097886:+	1.06016948279945	1.02964531893242	0.0496167852945468	TRUE	chr6:53065404:+;chr6:53073610:+;chr6:53078865:+;chr6:53092811:+	chr6:53097886:+;chr6:53098368:+
VMP1	0.0259505799449715	P02-PA02	chr17:59707648:+|chr17:59841094:+	0.364336105152203	0.603602605322577	0.0497663092245193	TRUE	chr17:59707648:+;chr17:59735338:+;chr17:59773754:+;chr17:59837855:+;chr17:59837931:+	chr17:59840593:+;chr17:59841094:+
BRD8	0.0259763597178921	P13-PA02	chr5:138178599:-|chr5:138161039:-	0.735010275214571	0.857327402580001	0.0497912202765898	TRUE	chr5:138164952:-;chr5:138165962:-;chr5:138166061:-;chr5:138178599:-	chr5:138156904:-;chr5:138161039:-
ZFHX4-AS1	0.0260118942779766	P03-PA04	chr8:76683156:-|chr8:76614161:-	1.89355742296919	1.3760659224649	0.0498347954843321	TRUE	chr8:76683156:-;chr8:76683275:-;chr8:76683470:-	chr8:76610879:-;chr8:76614161:-
CHL1	0.0260576967119919	P03-PA04	chr3:197290:+|chr3:406843:+	1.24421850079745	1.11544542708169	0.0498979898178969	TRUE	chr3:196763:+;chr3:197290:+	chr3:248601:+;chr3:349406:+;chr3:406210:+;chr3:406843:+
HLA-DPA1	0.0260922275551957	P02-PA02	chr6:33073615:-|chr6:33067667:-	3.45714285714286	1.85933936040274	0.0499395486098215	TRUE	chr6:33073615:-;chr6:33080710:-	chr6:33065016:-;chr6:33067667:-
DHX34	0.0261874088866642	P04-PA01	chr19:47372797:+|chr19:47382277:+	1.83699068279794	1.35535629367261	0.0500970922829403	FALSE	chr19:47349315:+;chr19:47367113:+;chr19:47372797:+	chr19:47382277:+;chr19:47382647:+
MAP9	0.0263053539974469	P03-PA04	chr4:155376965:-|chr4:155355118:-	3.36002522068096	1.83303715747416	0.0502755365185183	FALSE	chr4:155376778:-;chr4:155376965:-	chr4:155347424:-;chr4:155352696:-;chr4:155352942:-;chr4:155355118:-
